gene,raw_identifier,n_masked,neural_r,knn_r,delta_r,neural_mse,knn_mse,delta_mse
GLIS3,GLIS3,90,0.49620667,-0.0829978,0.57920444,0.644688606262207,1.0324565172195435,0.3877679109573364
PIBF1,PIBF1,102,0.7518411,0.35169536,0.40014577,0.37506455183029175,0.7853630781173706,0.41029852628707886
CPT1A,CPT1A,85,0.45933002,0.14770569,0.31162435,0.7953268885612488,1.287489652633667,0.4921627640724182
C9orf53,C9orf53,111,0.3970885,0.08799222,0.30909628,1.098407506942749,1.4723082780838013,0.37390077114105225
ZNF569,ZNF569,94,0.81084865,0.5350738,0.27577484,0.33772414922714233,0.8168534636497498,0.4791293144226074
AAMDC,AAMDC,120,0.42020258,0.16553733,0.25466526,0.5215973258018494,0.6032134890556335,0.08161616325378418
MRPL21,MRPL21,82,0.5583031,0.30377692,0.2545262,1.1276240348815918,1.4142836332321167,0.2866595983505249
VMP1,VMP1,98,0.57443434,0.32291412,0.25152022,0.9139872193336487,1.1009495258331299,0.1869623064994812
RN7SL128P,RN7SL128P,94,0.52745706,0.28540242,0.24205464,2.108200788497925,2.510662317276001,0.40246152877807617
RGS9BP,RGS9BP,106,0.5973754,0.3853776,0.2119978,0.8879013061523438,1.1445512771606445,0.2566499710083008
FXYD7,FXYD7,100,0.8063252,0.6006513,0.20567387,0.5006040930747986,0.8321223258972168,0.3315182328224182
TRPC6,TRPC6,123,0.36959597,0.16887407,0.2007219,1.1966763734817505,1.3122031688690186,0.11552679538726807
COL4A1,COL4A1,113,0.62648755,0.450966,0.17552155,0.7072611451148987,0.9069975018501282,0.1997363567352295
FGFR1,FGFR1,102,0.65695363,0.48551813,0.1714355,0.446122407913208,0.5950824022293091,0.14895999431610107
FGF3,FGF3,96,0.47671443,0.30624864,0.1704658,0.88249272108078,1.063169240951538,0.18067651987075806
CAPZA2,CAPZA2,108,0.45618173,0.2857765,0.17040524,0.9526278972625732,1.2040077447891235,0.2513798475265503
MBOAT1,MBOAT1,113,0.39112103,0.22129571,0.16982532,1.4834940433502197,1.8376861810684204,0.3541921377182007
CARKD,CARKD,96,0.6859078,0.52477664,0.16113114,0.4023146629333496,0.5342888832092285,0.1319742202758789
PROZ,PROZ,97,0.7205512,0.56068283,0.15986836,0.7358371019363403,0.9439190626144409,0.20808196067810059
CPSF6,CPSF6,104,0.2468124,0.090011425,0.15680099,0.5170913338661194,0.5631707906723022,0.04607945680618286
CD274,CD274,92,0.23202632,0.08065482,0.15137151,0.6789082288742065,0.7642275094985962,0.08531928062438965
C11orf30,C11orf30,102,0.42398712,0.2801306,0.14385653,1.351508378982544,1.478704810142517,0.12719643115997314
LINC00340,LINC00340,118,0.36646143,0.2289317,0.13752973,0.8903266787528992,1.0688378810882568,0.17851120233535767
DPY19L3,DPY19L3,90,0.67915136,0.54871637,0.13043499,0.41696470975875854,0.5301605463027954,0.11319583654403687
RN7SL340P,RN7SL340P,99,0.48048338,0.35138422,0.12909916,0.3101647198200226,0.38180381059646606,0.07163909077644348
CNTNAP2,CNTNAP2,109,0.6275227,0.5024772,0.12504548,0.3957752287387848,0.5232273936271667,0.12745216488838196
SARS2,SARS2,107,0.7874559,0.6663263,0.12112963,0.1459600031375885,0.1985781490802765,0.05261814594268799
GDPD4,GDPD4,89,0.36106724,0.23997346,0.12109378,0.3463561534881592,0.36076629161834717,0.014410138130187988
GSDMB,GSDMB,119,0.8129408,0.69221437,0.12072641,0.8056865930557251,0.827248215675354,0.021561622619628906
RYR1,RYR1,103,0.6199561,0.4994891,0.12046698,0.24186593294143677,0.30464962124824524,0.06278368830680847
TMEM196,TMEM196,107,0.5344382,0.41760167,0.11683652,0.3906750977039337,0.4631798267364502,0.07250472903251648
LINC00676,LINC00676,97,0.59225947,0.47570527,0.1165542,0.6893401145935059,0.8082846999168396,0.11894458532333374
ARHGEF25,ARHGEF25,96,0.56526846,0.44948658,0.11578187,0.29172483086586,0.521229088306427,0.22950425744056702
E2F3,E2F3,100,0.30190638,0.18696906,0.11493732,0.6050026416778564,0.6559336185455322,0.05093097686767578
PDCD5,PDCD5,99,0.59647965,0.48221672,0.11426294,0.43070903420448303,0.4188767969608307,-0.011832237243652344
PLGRKT,PLGRKT,83,0.4664177,0.35552222,0.110895485,0.358998566865921,0.4321032166481018,0.07310464978218079
LPP,LPP,93,0.73750395,0.6288891,0.10861486,0.3624628186225891,0.43997180461883545,0.07750898599624634
snoU13,snoU13|ENSG00000238354.1,114,0.459067,0.35141778,0.10764921,0.8701896071434021,1.097278118133545,0.22708851099014282
ST7,ST7,104,0.42714652,0.32321492,0.103931606,1.0933507680892944,1.279824137687683,0.18647336959838867
DGKB,DGKB,93,0.6719196,0.5725545,0.099365056,0.5138304829597473,0.6291578412055969,0.11532735824584961
EID2B,EID2B,106,0.75946534,0.6605558,0.09890956,0.21392548084259033,0.2860017716884613,0.07207629084587097
TMEM123,TMEM123,125,0.31733787,0.22248328,0.09485459,0.49519041180610657,0.5504022240638733,0.055211812257766724
RNY1P8,RNY1P8,114,0.3437785,0.25706324,0.08671525,0.8305292129516602,0.9048188328742981,0.07428961992263794
MYEOV,MYEOV,100,0.47527108,0.39007843,0.08519265,1.231809139251709,1.3711313009262085,0.1393221616744995
KLF5,KLF5,118,0.47380945,0.38865116,0.08515829,0.9414321184158325,1.0203474760055542,0.07891535758972168
RPSAP52,RPSAP52,124,0.49010378,0.40782708,0.0822767,0.8997194766998291,0.9558507204055786,0.05613124370574951
WTAPP1,WTAPP1,114,0.32623476,0.24785332,0.078381434,0.40106943249702454,0.4344538748264313,0.03338444232940674
RPL19,RPL19,95,0.596754,0.5187037,0.078050315,1.3390538692474365,1.5720343589782715,0.23298048973083496
snoU13,snoU13|ENSG00000251709.1,85,0.79870117,0.72067404,0.07802713,1.0552645921707153,1.0383081436157227,-0.016956448554992676
CCT2,CCT2,109,0.57674456,0.5019433,0.074801266,0.22816845774650574,0.26082488894462585,0.03265643119812012
MIR4737,MIR4737,87,0.3849265,0.31048036,0.07444614,0.5357475280761719,0.5988786816596985,0.06313115358352661
BEST3,BEST3,109,0.77908295,0.71098197,0.06810099,0.30875131487846375,0.4111001491546631,0.10234883427619934
ENPP7P8,ENPP7P8,105,0.37240916,0.31050098,0.061908185,0.8425909280776978,0.9725257754325867,0.12993484735488892
SOX4,SOX4,117,0.41644204,0.35757187,0.058870167,1.1699192523956299,1.2681562900543213,0.0982370376586914
ZNF703,ZNF703,112,0.60053724,0.5425706,0.05796665,0.5891286134719849,0.6520415544509888,0.0629129409790039
ORMDL3,ORMDL3,115,0.35901496,0.3055064,0.05350855,0.5590223073959351,0.5834640264511108,0.02444171905517578
EIF4EBP1,EIF4EBP1,100,0.6768698,0.62360793,0.053261876,0.7142715454101562,0.8275659680366516,0.11329442262649536
TRHDE,TRHDE,106,0.7120379,0.6610274,0.05101055,1.4396212100982666,1.4903348684310913,0.05071365833282471
SNRPE,SNRPE,96,0.8154738,0.7650027,0.050471067,0.317355751991272,0.3815777599811554,0.06422200798988342
KLF12,KLF12,99,0.3770497,0.32752293,0.04952678,1.0020912885665894,1.0429307222366333,0.040839433670043945
ZNF780B,ZNF780B,101,0.64558214,0.5976129,0.047969222,0.29906678199768066,0.30651047825813293,0.0074436962604522705
PTPRR,PTPRR,107,0.4505993,0.40573233,0.04486698,0.6133654713630676,0.6485764980316162,0.035211026668548584
ZNF570,ZNF570,101,0.7848127,0.7418865,0.042926192,0.21436883509159088,0.25255489349365234,0.03818605840206146
ERBB2,ERBB2,122,0.65806264,0.61553305,0.042529583,0.614127516746521,0.690121054649353,0.07599353790283203
LINC00392,LINC00392,97,0.72981167,0.68779767,0.042014003,0.6062633991241455,0.5802883505821228,-0.025975048542022705
CDKN2B,CDKN2B,113,0.3172831,0.27729014,0.03999296,0.7087585926055908,0.763931930065155,0.05517333745956421
UBE2C,UBE2C,105,0.8665755,0.8279556,0.038619876,0.17916661500930786,0.24008528888225555,0.06091867387294769
RLN2,RLN2,102,0.25998396,0.22154559,0.038438365,0.8500780463218689,0.9151411652565002,0.06506311893463135
ZC3H11A,ZC3H11A,94,0.8008504,0.76303536,0.037815034,0.27958914637565613,0.3344642221927643,0.054875075817108154
PAPL,PAPL,115,0.539603,0.50256974,0.03703326,0.7209513783454895,0.7789059281349182,0.05795454978942871
BTG2,BTG2,113,0.75499177,0.7204263,0.03456545,0.3933514356613159,0.5206124782562256,0.12726104259490967
SHANK2,SHANK2,97,0.6607642,0.6270787,0.033685505,0.8415156602859497,0.8520457744598389,0.01053011417388916
FMOD,FMOD,93,0.6257167,0.5929617,0.032754958,0.9079254269599915,0.9933364987373352,0.08541107177734375
LASP1,LASP1,110,0.6953561,0.6634965,0.031859577,0.25528573989868164,0.26851150393486023,0.013225764036178589
KISS1,KISS1,118,0.7834077,0.7519557,0.031452,0.628546953201294,0.6965774297714233,0.0680304765701294
PLXDC1,PLXDC1,105,0.41439635,0.38327637,0.031119972,0.2807195484638214,0.28968536853790283,0.008965820074081421
TOMM7,TOMM7,103,0.46175283,0.43085492,0.030897915,1.0284178256988525,1.079602599143982,0.051184773445129395
WFDC2,WFDC2,93,0.8240132,0.7954617,0.02855146,0.37753430008888245,0.5001262426376343,0.12259194254875183
SEPT14,SEPT14,97,0.5712522,0.54345345,0.027798772,0.9488769769668579,0.9350653290748596,-0.013811647891998291
LINC00184,LINC00184,112,0.84178287,0.8140835,0.027699351,0.2541255056858063,0.29349565505981445,0.03937014937400818
PLD3,PLD3,109,0.52877593,0.50141644,0.027359486,0.7713832259178162,0.8094225525856018,0.038039326667785645
MIR499A,MIR499A,104,0.7126211,0.6859854,0.026635706,0.21195541322231293,0.27104559540748596,0.059090182185173035
TMEM207,TMEM207,102,0.88399553,0.85893375,0.025061786,0.28367677330970764,0.3088640570640564,0.025187283754348755
SNORD12C,SNORD12C,108,0.7997414,0.7754137,0.024327695,0.2937873303890228,0.32709407806396484,0.03330674767494202
LINC00604,LINC00604,105,0.763225,0.7392852,0.023939848,0.27924710512161255,0.2999958395957947,0.02074873447418213
DCAF6,DCAF6,110,0.8034105,0.77971923,0.023691237,0.3648967444896698,0.4023079574108124,0.03741121292114258
PRRX1,PRRX1,105,0.76525694,0.7420821,0.023174822,0.6260459423065186,0.6574309468269348,0.03138500452041626
MAP3K10,MAP3K10,118,0.5825845,0.56157625,0.021008253,0.49903973937034607,0.5279172658920288,0.02887752652168274
ITGB8,ITGB8,110,0.67322725,0.65245837,0.02076888,0.42527586221694946,0.4718300998210907,0.046554237604141235
KIAA1377,KIAA1377,99,0.4305092,0.41206917,0.018440038,0.6103676557540894,0.6134421825408936,0.0030745267868041992
DTX3,DTX3,116,0.3814077,0.36323395,0.018173754,0.4197227954864502,0.40853336453437805,-0.011189430952072144
SLCO1C1,SLCO1C1,92,0.71127295,0.69343376,0.017839193,0.17496873438358307,0.1725284457206726,-0.0024402886629104614
AHR,AHR,97,0.62163925,0.6042397,0.01739955,0.6141191720962524,0.6164968609809875,0.0023776888847351074
EMB,EMB,116,0.5609753,0.54505664,0.015918672,0.7047020196914673,0.7204210162162781,0.01571899652481079
ANGPT1,ANGPT1,92,0.9073481,0.8929971,0.01435101,0.29454270005226135,0.26444771885871887,-0.03009498119354248
FBXO17,FBXO17,95,0.7741876,0.7599107,0.014276922,0.22118082642555237,0.23672471940517426,0.015543892979621887
EIF3K,EIF3K,100,0.609916,0.59688187,0.013034105,0.7394100427627563,0.7269052267074585,-0.012504816055297852
LINC00293,LINC00293,95,0.77593344,0.76344764,0.012485802,0.26984095573425293,0.28544846177101135,0.015607506036758423
DNAH11,DNAH11,84,0.6903364,0.67794436,0.012392044,0.3090756833553314,0.30994912981987,0.0008734464645385742
WFDC5,WFDC5,126,0.8734177,0.86186343,0.011554241,0.365579754114151,0.4369928240776062,0.0714130699634552
MIR3194,MIR3194,109,0.8407449,0.830597,0.010147929,0.2665949761867523,0.26625001430511475,-0.00034496188163757324
PRMT8,PRMT8,96,0.49691296,0.48741272,0.009500235,0.8415221571922302,0.8797269463539124,0.03820478916168213
UBE2V1,UBE2V1,107,0.78585464,0.7770525,0.008802116,0.3634030222892761,0.3840580880641937,0.020655065774917603
LINC00942,LINC00942,99,0.40518144,0.39654994,0.008631498,0.4816450774669647,0.47469592094421387,-0.0069491565227508545
SOX13,SOX13,116,0.7777495,0.7693037,0.008445799,0.46348071098327637,0.4556715190410614,-0.007809191942214966
DCUN1D2,DCUN1D2,110,0.58200777,0.57517755,0.0068302155,0.32047978043556213,0.31544947624206543,-0.005030304193496704
REN,REN,91,0.7875884,0.78145546,0.0061329603,0.5023428797721863,0.5158835649490356,0.013540685176849365
SLC2A10,SLC2A10,79,0.90600395,0.90091825,0.0050857067,0.5195552110671997,0.47886472940444946,-0.040690481662750244
IFNL4,IFNL4,115,0.6986017,0.69371426,0.0048874617,0.8749529719352722,0.8302512764930725,-0.04470169544219971
PAIP1,PAIP1,93,0.6482795,0.64343673,0.004842758,0.8311155438423157,0.825307309627533,-0.005808234214782715
snoU13,snoU13|ENSG00000252679.1,114,0.3101849,0.30608425,0.0041006505,0.6152176856994629,0.616195023059845,0.00097733736038208
OPRL1,OPRL1,102,0.7937201,0.78988904,0.0038310885,0.36125078797340393,0.3895126283168793,0.028261840343475342
DDR2,DDR2,98,0.7086301,0.7048456,0.0037844777,0.28683918714523315,0.31876513361930847,0.03192594647407532
IFT80,IFT80,109,0.73653305,0.7329176,0.003615439,0.3772088289260864,0.38737812638282776,0.010169297456741333
GRIP1,GRIP1,94,0.3218388,0.318698,0.0031408072,1.1141592264175415,1.3816936016082764,0.26753437519073486
POM121L12,POM121L12,123,0.62003374,0.61763006,0.0024036765,0.6699908971786499,0.6756515502929688,0.005660653114318848
IL26,IL26,104,0.38110113,0.3788611,0.002240032,0.579464852809906,0.5846614241600037,0.005196571350097656
ATP9A,ATP9A,101,0.82480377,0.82349086,0.0013129115,0.49267813563346863,0.4600491225719452,-0.03262901306152344
TMEM55A,TMEM55A,96,0.8828604,0.881569,0.0012913942,0.41529133915901184,0.35870811343193054,-0.0565832257270813
RN7SKP134,RN7SKP134,100,0.7772685,0.7764319,0.0008366108,0.20046566426753998,0.20566445589065552,0.0051987916231155396
USP13,USP13,124,0.7695757,0.76895463,0.0006210804,0.5493042469024658,0.5763714909553528,0.027067244052886963
CLC,CLC,113,0.8001294,0.800477,-0.0003476143,0.3582645058631897,0.36430251598358154,0.006038010120391846
SNORA75,SNORA75|ENSG00000212533.1,98,0.69283617,0.6933943,-0.0005581379,0.8059829473495483,0.8072208762168884,0.0012379288673400879
ADIPOQ,ADIPOQ,116,0.8078951,0.8095018,-0.0016067028,0.2758721709251404,0.26380088925361633,-0.012071281671524048
THPO,THPO,103,0.8967111,0.89850897,-0.0017978549,0.2231164276599884,0.24509897828102112,0.021982550621032715
MED29,MED29,100,0.7250823,0.72693944,-0.0018571615,0.19359104335308075,0.1831151396036148,-0.010475903749465942
HSPA6,HSPA6,120,0.81342393,0.81538194,-0.0019580126,0.28173828125,0.25169694423675537,-0.03004133701324463
NAALADL2,NAALADL2,102,0.724637,0.72761077,-0.002973795,0.515548825263977,0.553248405456543,0.03769958019256592
PROSC,PROSC,113,0.4395775,0.4427769,-0.0031993985,0.8944461345672607,0.8478316068649292,-0.04661452770233154
ARL5C,ARL5C,98,0.67865974,0.6820539,-0.0033941865,0.25603196024894714,0.2515779137611389,-0.0044540464878082275
MALSU1,MALSU1,97,0.6248711,0.6284845,-0.0036134124,0.45895567536354065,0.47113245725631714,0.01217678189277649
SNORA26,SNORA26|ENSG00000252236.1,97,0.6415517,0.6455786,-0.0040269494,0.7751465439796448,0.773446798324585,-0.0016997456550598145
SNORA3,SNORA3|ENSG00000221093.1,108,0.8826131,0.8866727,-0.004059553,0.35501745343208313,0.302156001329422,-0.05286145210266113
TNFRSF1A,TNFRSF1A,103,0.613962,0.6193814,-0.005419433,0.16922150552272797,0.15656526386737823,-0.012656241655349731
C5orf28,C5orf28,97,0.82507634,0.83075166,-0.005675316,0.4081128239631653,0.35064780712127686,-0.05746501684188843
TIMM50,TIMM50,105,0.5773175,0.5833087,-0.0059912205,0.43564268946647644,0.44987374544143677,0.014231055974960327
WDR53,WDR53,120,0.73107964,0.7380342,-0.0069545507,0.44681060314178467,0.4234320819377899,-0.02337852120399475
LSG1,LSG1,107,0.8028983,0.81011724,-0.007218957,0.23411670327186584,0.21866971254348755,-0.015446990728378296
snoU13,snoU13|ENSG00000238436.1,102,0.73675275,0.7440124,-0.007259667,0.24618743360042572,0.35499337315559387,0.10880593955516815
SYCN,SYCN,111,0.6777789,0.6854736,-0.007694721,0.36443662643432617,0.3561820387840271,-0.008254587650299072
NUP155,NUP155,115,0.77627075,0.78405505,-0.007784307,0.3219728469848633,0.31526878476142883,-0.006704062223434448
RN7SL668P,RN7SL668P,108,0.6522374,0.66009575,-0.007858336,0.6326260566711426,0.6211764216423035,-0.011449635028839111
NME7,NME7,120,0.5790001,0.58712554,-0.008125424,1.009196162223816,1.023571491241455,0.01437532901763916
MIEN1,MIEN1,97,0.2913199,0.29958498,-0.008265078,0.2590164840221405,0.2047707438468933,-0.05424574017524719
ZNF669,ZNF669,114,0.8252727,0.83358914,-0.008316457,0.32834625244140625,0.3142324686050415,-0.014113783836364746
SAMD7,SAMD7,99,0.6594741,0.66797763,-0.008503556,0.6398118734359741,0.6396682262420654,-0.0001436471939086914
OXR1,OXR1,102,0.83879,0.8478502,-0.009060204,0.24351449310779572,0.23145343363285065,-0.012061059474945068
PLEC,PLEC,87,0.80559856,0.8149866,-0.00938803,0.3438988924026489,0.3238603472709656,-0.02003854513168335
MTAP,MTAP,96,0.40013492,0.40975717,-0.009622246,0.932041347026825,0.9258752465248108,-0.00616610050201416
DLL3,DLL3,98,0.6539929,0.6645852,-0.010592282,0.3365926146507263,0.30832844972610474,-0.028264164924621582
FAM60A,FAM60A,122,0.86119217,0.87235475,-0.011162579,0.2466544508934021,0.22871561348438263,-0.01793883740901947
CYP2AB1P,CYP2AB1P,100,0.8596093,0.87128234,-0.011673033,0.4953697919845581,0.4272620379924774,-0.06810775399208069
CCDC39,CCDC39,100,0.8494676,0.8616212,-0.0121536255,0.4720423221588135,0.5337966084480286,0.06175428628921509
TMEM130,TMEM130,99,0.4757612,0.488243,-0.012481809,0.4700983166694641,0.45117369294166565,-0.018924623727798462
RN7SL804P,RN7SL804P,87,0.40561754,0.41821933,-0.012601793,0.5712164044380188,0.5735620260238647,0.0023456215858459473
PAF1,PAF1,98,0.6522623,0.66534567,-0.013083398,0.7493517398834229,0.675202488899231,-0.0741492509841919
UNC93B6,UNC93B6,95,0.4175863,0.4307365,-0.013150215,0.8473166227340698,0.8222091794013977,-0.02510744333267212
PPFIBP1,PPFIBP1,100,0.8940051,0.9079609,-0.013955772,0.32795193791389465,0.28950726985931396,-0.03844466805458069
RBM48,RBM48,109,0.6840313,0.69799364,-0.013962328,0.47225284576416016,0.43049484491348267,-0.04175800085067749
ZIC1,ZIC1,98,0.8546805,0.86866736,-0.013986886,0.2183823138475418,0.18126311898231506,-0.037119194865226746
NDUFS2,NDUFS2,115,0.82863724,0.8427894,-0.014152169,0.2715202271938324,0.28836023807525635,0.01684001088142395
URI1,URI1,112,0.5317917,0.54648286,-0.014691174,1.1085307598114014,1.1644747257232666,0.055943965911865234
GRHL2,GRHL2,114,0.8515415,0.86633986,-0.014798343,0.2824968099594116,0.26472699642181396,-0.017769813537597656
ANKUB1,ANKUB1,102,0.8899916,0.9052565,-0.015264928,0.2731918692588806,0.24788855016231537,-0.025303319096565247
ZIC4,ZIC4,100,0.8060515,0.82137305,-0.015321553,0.31655076146125793,0.2902982532978058,-0.02625250816345215
RNA5SP63,RNA5SP63,126,0.7666302,0.78235006,-0.01571989,0.37468430399894714,0.3701188564300537,-0.004565447568893433
CDKN2A,CDKN2A,102,0.49741125,0.51359725,-0.016185999,0.6722536087036133,0.6881693005561829,0.01591569185256958
JAK2,JAK2,100,0.07282496,0.08906994,-0.016244978,1.6162347793579102,1.6454265117645264,0.02919173240661621
C1QTNF3,C1QTNF3,98,0.6046958,0.6213032,-0.016607404,0.309237003326416,0.3507249355316162,0.041487932205200195
MIR548K,MIR548K,95,0.38576046,0.402376,-0.01661554,0.9398535490036011,0.9516618251800537,0.011808276176452637
MYH16,MYH16,115,0.5222667,0.5389501,-0.0166834,0.42027395963668823,0.4101489782333374,-0.01012498140335083
SNORD112,SNORD112|ENSG00000252946.1,112,0.78100145,0.79780686,-0.01680541,0.3194982707500458,0.293261855840683,-0.026236414909362793
RNU6ATAC41P,RNU6ATAC41P,116,0.691402,0.7084692,-0.017067194,0.7223755121231079,0.7124127745628357,-0.009962737560272217
GP5,GP5,117,0.855803,0.8740801,-0.018277109,0.2578792870044708,0.2521423101425171,-0.005736976861953735
SNORA4,SNORA4|ENSG00000263776.1,120,0.858213,0.8766178,-0.018404782,0.27257269620895386,0.2639910578727722,-0.00858163833618164
snoU13,snoU13|ENSG00000238372.1,108,0.68038845,0.69911224,-0.018723786,0.3596076965332031,0.3415219485759735,-0.018085747957229614
DHCR7,DHCR7,96,0.41762948,0.4363587,-0.01872921,0.45485004782676697,0.45942673087120056,0.004576683044433594
IGF2BP2,IGF2BP2,107,0.85310286,0.87248236,-0.019379497,0.3002384305000305,0.250215083360672,-0.05002334713935852
ZNF536,ZNF536,118,0.26703614,0.28657547,-0.019539326,0.9353562593460083,0.8397547602653503,-0.09560149908065796
KIAA0226,KIAA0226,100,0.8246109,0.844632,-0.02002114,0.24261979758739471,0.2039259970188141,-0.03869380056858063
ORAOV1,ORAOV1,103,0.6366563,0.6567836,-0.020127296,0.7887915968894958,0.8469944000244141,0.05820280313491821
EDN3,EDN3,112,0.8496459,0.87013614,-0.02049023,0.20767603814601898,0.17497746646404266,-0.03269857168197632
BRI3,BRI3,116,0.5593001,0.5801309,-0.02083075,0.38030949234962463,0.36411935091018677,-0.016190141439437866
SLC20A2,SLC20A2,99,0.33348358,0.3545203,-0.021036714,1.6679929494857788,1.60369074344635,-0.06430220603942871
HRASLS,HRASLS,104,0.854765,0.8759583,-0.021193326,0.2736973166465759,0.2657712399959564,-0.007926076650619507
USP21,USP21,100,0.67394614,0.695259,-0.021312833,0.6838028430938721,0.6621933579444885,-0.021609485149383545
ITLN1,ITLN1,109,0.7167708,0.73815167,-0.021380842,0.6471503973007202,0.5878333449363708,-0.059317052364349365
C12orf5,C12orf5,85,0.61927986,0.6409256,-0.021645725,1.7578521966934204,1.631933569908142,-0.12591862678527832
SMIM19,SMIM19,104,0.5557894,0.5774719,-0.0216825,1.2878133058547974,1.1468565464019775,-0.14095675945281982
CPQ,CPQ,102,0.89598775,0.91774577,-0.02175802,0.19187165796756744,0.16234411299228668,-0.02952754497528076
SALL4,SALL4,110,0.88178724,0.90384585,-0.022058606,0.3925289809703827,0.30639392137527466,-0.08613505959510803
LINC00452,LINC00452,102,0.42359895,0.44568846,-0.022089511,0.5354326963424683,0.4794836640357971,-0.05594903230667114
CTCFL,CTCFL,99,0.8679893,0.890213,-0.022223711,0.15084345638751984,0.12245970964431763,-0.02838374674320221
HCN1,HCN1,109,0.70447856,0.7269713,-0.022492766,0.7557311654090881,0.6952653527259827,-0.06046581268310547
MIR663A,MIR663A,94,0.7010041,0.72356313,-0.022559047,0.39416491985321045,0.3699550926685333,-0.024209827184677124
CAND1,CAND1,87,0.2961032,0.31872502,-0.02262181,1.1135426759719849,1.1712087392807007,0.05766606330871582
BHLHE22,BHLHE22,108,0.86786735,0.8908528,-0.022985458,0.23639996349811554,0.20149965584278107,-0.03490030765533447
SIAH2,SIAH2,102,0.77016574,0.7931569,-0.02299118,0.31043490767478943,0.23146876692771912,-0.07896614074707031
TOMM34,TOMM34,112,0.71111226,0.73437285,-0.023260593,0.4487764537334442,0.4167627692222595,-0.03201368451118469
SMYD3,SMYD3,90,0.7993111,0.8228166,-0.023505509,0.45964452624320984,0.38553938269615173,-0.0741051435470581
TRIM59,TRIM59,115,0.8510334,0.87461025,-0.023576856,0.4453613758087158,0.3953343331813812,-0.050027042627334595
KCNAB1,KCNAB1,113,0.839154,0.8631272,-0.023973167,0.5184569954872131,0.47089895606040955,-0.04755803942680359
FGF4,FGF4,99,0.6695809,0.69360775,-0.02402687,0.5162141919136047,0.4523954689502716,-0.06381872296333313
CHRM3,CHRM3,102,0.79529077,0.81937456,-0.024083793,0.4683450758457184,0.42022421956062317,-0.048120856285095215
AHRR,AHRR,107,0.82517236,0.8493742,-0.02420181,0.2430524080991745,0.20912867784500122,-0.03392373025417328
SERPINI1,SERPINI1,97,0.8843256,0.9087523,-0.024426699,0.38697224855422974,0.25197967886924744,-0.1349925696849823
METTL20,METTL20,107,0.79002666,0.81450397,-0.024477303,0.4787246584892273,0.4316885471343994,-0.04703611135482788
PYGO2,PYGO2,104,0.79783666,0.8224835,-0.024646819,0.6060189604759216,0.534905195236206,-0.07111376523971558
GPC6,GPC6,88,0.35618064,0.38144067,-0.025260031,0.5446378588676453,0.49613773822784424,-0.048500120639801025
RN7SL148P,RN7SL148P,96,0.6735838,0.70024085,-0.026657045,0.3902897834777832,0.3832593262195587,-0.007030457258224487
GTSF1L,GTSF1L,100,0.8205917,0.8472542,-0.026662529,0.8403674364089966,0.7126210927963257,-0.1277463436126709
C3orf33,C3orf33,111,0.69535017,0.7224443,-0.027094126,0.28720325231552124,0.2568516135215759,-0.030351638793945312
GPR160,GPR160,98,0.8731787,0.90034264,-0.027163923,0.492031455039978,0.44182220101356506,-0.050209254026412964
TTLL9,TTLL9,118,0.7833343,0.8105799,-0.027245581,0.5558672547340393,0.46613800525665283,-0.08972924947738647
ZBBX,ZBBX,99,0.76353985,0.7919152,-0.028375328,0.31295984983444214,0.2652154564857483,-0.04774439334869385
LMNA,LMNA,96,0.88818526,0.9166062,-0.028420925,0.3758290708065033,0.29429128766059875,-0.08153778314590454
C11orf70,C11orf70,94,0.12759301,0.15644595,-0.02885294,0.5489839315414429,0.5397084355354309,-0.009275496006011963
TAS2R46,TAS2R46,122,0.8734181,0.9028342,-0.029416084,0.2630924582481384,0.2109673172235489,-0.05212514102458954
FXYD1,FXYD1,112,0.49655214,0.52606684,-0.0295147,0.4357779324054718,0.45952528715133667,0.023747354745864868
TNFSF10,TNFSF10,100,0.7683302,0.79800713,-0.029676914,0.25697433948516846,0.20849868655204773,-0.04847565293312073
SMURF1,SMURF1,95,0.6233977,0.6531671,-0.02976942,0.6210371851921082,0.5665897727012634,-0.05444741249084473
LRRN2,LRRN2,107,0.80406517,0.8340406,-0.029975414,0.3434281647205353,0.29949381947517395,-0.04393434524536133
RN7SKP97,RN7SKP97,103,0.81187284,0.84194446,-0.030071616,0.35291746258735657,0.2967171370983124,-0.05620032548904419
ARHGEF26,ARHGEF26,96,0.7621312,0.79228985,-0.030158639,0.29002174735069275,0.20065076649188995,-0.0893709808588028
ATP2B4,ATP2B4,124,0.80971783,0.83998394,-0.030266106,0.33067432045936584,0.2696891129016876,-0.06098520755767822
LRRC3C,LRRC3C,106,0.38194978,0.41267374,-0.03072396,0.7055234313011169,0.6808289289474487,-0.024694502353668213
GSG1,GSG1,98,0.857336,0.8882921,-0.03095609,0.20897960662841797,0.1590815931558609,-0.04989801347255707
KCNU1,KCNU1,125,0.5037514,0.5349714,-0.031220019,0.6437749266624451,0.6236029863357544,-0.020171940326690674
PRELP,PRELP,97,0.7438656,0.775406,-0.031540394,0.3261542320251465,0.29525765776634216,-0.03089657425880432
TAS2R10,TAS2R10,103,0.88311195,0.91483116,-0.031719208,0.5370007753372192,0.36536091566085815,-0.17163985967636108
MIR4756,MIR4756,120,0.8196009,0.8521295,-0.03252864,0.3506634831428528,0.3342968821525574,-0.01636660099029541
