gene,raw_identifier,n_masked,neural_r,knn_r,delta_r,neural_mse,knn_mse,delta_mse
CD9,CD9,97,0.7529723,0.94558764,-0.19261533,0.3145129680633545,0.09264567494392395,-0.22186729311943054
ASPH,ASPH,104,0.681182,0.87401825,-0.19283623,0.38073447346687317,0.16542240977287292,-0.21531206369400024
LINC00686,LINC00686,107,0.6844918,0.87736887,-0.19287705,0.6125428676605225,0.30252671241760254,-0.3100161552429199
RBL1,RBL1,91,0.64370495,0.836639,-0.19293404,0.3297663629055023,0.16252458095550537,-0.16724178194999695
CABLES2,CABLES2,116,0.70930207,0.90231264,-0.19301057,0.4611342251300812,0.20689761638641357,-0.2542366087436676
TTC14,TTC14,103,0.6808826,0.8740393,-0.19315672,0.8319656848907471,0.4045175015926361,-0.42744818329811096
TUBD1,TUBD1,89,0.30174884,0.49507135,-0.19332251,1.2094444036483765,1.0595585107803345,-0.149885892868042
RAE1,RAE1,118,0.6575991,0.8510012,-0.19340211,0.5630531311035156,0.27335208654403687,-0.28970104455947876
MROH6,MROH6,90,0.7354543,0.9289072,-0.1934529,0.6498488783836365,0.21052652597427368,-0.4393223524093628
RN7SL141P,RN7SL141P,110,0.5415597,0.73510814,-0.19354844,0.5880311727523804,0.4167821407318115,-0.17124903202056885
C7,C7,118,0.64531547,0.8389817,-0.19366622,0.47726374864578247,0.2548152804374695,-0.222448468208313
IRX2,IRX2,107,0.49773198,0.69154155,-0.19380957,0.3815416097640991,0.22236576676368713,-0.159175843000412
FAM173B,FAM173B,101,0.6456931,0.8396064,-0.19391328,0.5959334969520569,0.3392575681209564,-0.25667592883110046
AIM2,AIM2,101,0.72513103,0.9191035,-0.19397247,0.31974077224731445,0.10530197620391846,-0.214438796043396
EMG1,EMG1,84,0.7103607,0.90433884,-0.19397813,0.37240490317344666,0.11411558091640472,-0.25828932225704193
GDF5OS,GDF5OS,113,0.714835,0.9088254,-0.19399041,0.44593462347984314,0.1595854014158249,-0.28634922206401825
LRMP,LRMP,118,0.71486056,0.9091734,-0.19431287,0.4532466232776642,0.17156463861465454,-0.28168198466300964
LINC00966,LINC00966,87,0.7181101,0.9125475,-0.19443744,0.6221836805343628,0.2330811619758606,-0.3891025185585022
FAM110B,FAM110B,99,0.72056186,0.91504675,-0.19448489,0.44679349660873413,0.137714222073555,-0.30907927453517914
MTMR9,MTMR9,108,0.7144,0.9088882,-0.19448823,0.49257692694664,0.18951502442359924,-0.30306190252304077
RNA5SP176,RNA5SP176,103,0.6727051,0.8672717,-0.19456661,0.7603083252906799,0.3686745762825012,-0.3916337490081787
RIT1,RIT1,102,0.7155063,0.91031927,-0.19481295,0.3777485191822052,0.1289438158273697,-0.2488047033548355
snoU13,snoU13|ENSG00000238674.1,101,0.66141504,0.85629725,-0.19488221,0.478776752948761,0.23731060326099396,-0.24146614968776703
ITFG2,ITFG2,97,0.58452886,0.7795198,-0.19499093,0.8979843258857727,0.5543586611747742,-0.34362566471099854
RNU6ATAC38P,RNU6ATAC38P,104,0.754767,0.9498269,-0.1950599,0.3488366901874542,0.09460552036762238,-0.25423116981983185
OPLAH,OPLAH,121,0.7447037,0.93989474,-0.19519103,0.33581414818763733,0.09316004812717438,-0.24265410006046295
RNA5SP74,RNA5SP74,97,0.62823325,0.82342565,-0.1951924,0.5114702582359314,0.2654441297054291,-0.24602612853050232
MIR4797,MIR4797,113,0.7467431,0.9419757,-0.19523263,0.5049712657928467,0.1425953060388565,-0.3623759597539902
SNORD54,SNORD54,83,0.6552708,0.8507171,-0.19544631,0.43599098920822144,0.21581074595451355,-0.22018024325370789
VSIG8,VSIG8,92,0.7473744,0.9428307,-0.19545627,0.3627163767814636,0.09605926275253296,-0.26665711402893066
PKLR,PKLR,113,0.7630178,0.95856404,-0.19554627,0.3115605413913727,0.06742148101329803,-0.24413906037807465
ZNF16,ZNF16,91,0.6806597,0.87621135,-0.19555163,0.4562322497367859,0.1858871579170227,-0.2703450918197632
CLEC2B,CLEC2B,112,0.7397569,0.9353302,-0.19557333,0.6394397020339966,0.18629522621631622,-0.45314447581768036
PIGZ,PIGZ,112,0.6960529,0.89164525,-0.19559234,0.36710572242736816,0.16868676245212555,-0.19841895997524261
PLAG1,PLAG1,99,0.7291889,0.92482316,-0.19563425,0.5336189270019531,0.1672029346227646,-0.36641599237918854
RNA5SP356,RNA5SP356,99,0.43265074,0.62830967,-0.19565892,1.0286641120910645,0.7394177913665771,-0.2892463207244873
POLR3GL,POLR3GL,94,0.7301675,0.9258998,-0.1957323,0.4480787515640259,0.14154934883117676,-0.3065294027328491
MIR15B,MIR15B,115,0.7395827,0.93538034,-0.19579762,0.6226837038993835,0.19995419681072235,-0.4227295070886612
PARP8,PARP8,109,0.40232173,0.59836894,-0.19604722,1.1338571310043335,0.8926119208335876,-0.24124521017074585
SMC4,SMC4,113,0.7323868,0.92876846,-0.19638163,0.6842718720436096,0.23179002106189728,-0.45248185098171234
C1orf138,C1orf138,89,0.7736397,0.9700364,-0.19639671,0.35073262453079224,0.06664086878299713,-0.2840917557477951
USP17L2,USP17L2,108,0.58137846,0.77788717,-0.1965087,0.9433068633079529,0.5851991176605225,-0.3581077456474304
SS18L1,SS18L1,104,0.7222591,0.9188512,-0.19659209,0.3036438226699829,0.09680039435625076,-0.20684342831373215
SEMA5A,SEMA5A,133,0.62877214,0.82543945,-0.19666731,0.6706585884094238,0.42271268367767334,-0.2479459047317505
ZMAT4,ZMAT4,123,0.5843661,0.7811289,-0.1967628,0.9612641334533691,0.6150409579277039,-0.3462231755256653
TCAP,TCAP,113,0.4289448,0.62573147,-0.19678667,1.3520944118499756,1.059903860092163,-0.2921905517578125
RPS20P22,RPS20P22,115,0.51974064,0.7165388,-0.19679815,0.775172770023346,0.5388677716255188,-0.23630499839782715
INTS3,INTS3,101,0.711373,0.9082977,-0.19692475,0.4715785086154938,0.19107460975646973,-0.28050389885902405
ZNF696,ZNF696,85,0.71068764,0.9076716,-0.19698393,0.4843585193157196,0.19342519342899323,-0.2909333258867264
OS9,OS9,104,0.69326794,0.8904678,-0.19719988,0.5594098567962646,0.25672584772109985,-0.3026840090751648
TRIO,TRIO,115,0.6791767,0.87648404,-0.19730735,0.44420114159584045,0.22559304535388947,-0.218608096241951
ANKH,ANKH,104,0.5889019,0.7862776,-0.19737571,0.4856068193912506,0.32932430505752563,-0.15628251433372498
RNA5SP253,RNA5SP253,108,0.6599746,0.8573953,-0.19742072,0.7537383437156677,0.4378952085971832,-0.3158431351184845
DNAJB11,DNAJB11,101,0.7165747,0.9140069,-0.19743216,0.5622309446334839,0.25830498337745667,-0.3039259612560272
PARP10,PARP10,93,0.70284647,0.90043044,-0.19758397,0.3833249509334564,0.16290155053138733,-0.2204234004020691
UBE2Q1,UBE2Q1,103,0.7510983,0.9487897,-0.19769144,0.39587509632110596,0.11486171931028366,-0.2810133770108223
snoU13,snoU13|ENSG00000238838.1,100,0.6151675,0.8130473,-0.19787979,0.5171509385108948,0.29004958271980286,-0.22710135579109192
SMCO3,SMCO3,92,0.730718,0.9286764,-0.19795841,0.5131359696388245,0.1571352630853653,-0.35600070655345917
SNORD81,SNORD81|ENSG00000212278.1,112,0.5595212,0.75760955,-0.19808835,0.639284610748291,0.4007191061973572,-0.23856550455093384
TP63,TP63,97,0.718351,0.9164898,-0.19813877,0.2936371862888336,0.09685613960027695,-0.19678104668855667
LCE3E,LCE3E,100,0.70972216,0.9079039,-0.19818175,0.45228278636932373,0.16133564710617065,-0.2909471392631531
FBXL7,FBXL7,105,0.6108684,0.8090792,-0.19821078,0.6999950408935547,0.43319571018218994,-0.26679933071136475
CTSB,CTSB,103,0.6780362,0.8762806,-0.1982444,0.3841874599456787,0.17969056963920593,-0.20449689030647278
APCDD1L,APCDD1L,96,0.727792,0.92605764,-0.19826561,0.24969486892223358,0.08912279456853867,-0.16057207435369492
LYPLA1,LYPLA1,91,0.53448105,0.7330419,-0.19856083,0.6201339364051819,0.3912181258201599,-0.22891581058502197
PPDPF,PPDPF,112,0.69883496,0.89742184,-0.19858688,0.6970272064208984,0.28226611018180847,-0.41476109623908997
POGZ,POGZ,116,0.74438554,0.94304734,-0.1986618,0.4624447524547577,0.13367043435573578,-0.3287743180990219
USP5,USP5,114,0.68116665,0.8799183,-0.19875163,0.3044949173927307,0.12853337824344635,-0.17596153914928436
SNORA40,SNORA40|ENSG00000252083.1,110,0.65965617,0.8584446,-0.1987884,0.5692157745361328,0.26067331433296204,-0.3085424602031708
FAM126A,FAM126A,94,0.5273095,0.72617817,-0.19886869,0.6606605052947998,0.4264582395553589,-0.23420226573944092
CCNL1,CCNL1,96,0.7087718,0.9077564,-0.19898456,0.46823418140411377,0.16128644347190857,-0.3069477379322052
snoU13,snoU13|ENSG00000239033.1,130,0.72294414,0.92194915,-0.19900501,0.29349374771118164,0.10970712453126907,-0.18378662317991257
DYRK1B,DYRK1B,90,0.5510331,0.75007117,-0.19903809,0.3467564880847931,0.2104145884513855,-0.1363418996334076
ARHGEF7,ARHGEF7,109,0.4878165,0.68708706,-0.19927055,0.6303794980049133,0.4302278459072113,-0.20015165209770203
STAC2,STAC2,89,0.25455403,0.45408466,-0.19953063,0.6720043420791626,0.5664997100830078,-0.10550463199615479
LGALS7,LGALS7,94,0.61951524,0.8191391,-0.19962388,0.46221745014190674,0.2468271106481552,-0.21539033949375153
snoU13,snoU13|ENSG00000238714.1,107,0.6018388,0.8015672,-0.19972837,0.7650560140609741,0.46863439679145813,-0.296421617269516
MTL5,MTL5,98,0.35038814,0.5502175,-0.19982937,1.4851456880569458,1.4354243278503418,-0.049721360206604004
MIR3196,MIR3196,94,0.5535358,0.753865,-0.20032918,0.485860139131546,0.28594422340393066,-0.19991591572761536
PMP2,PMP2,107,0.7624409,0.9627754,-0.20033449,0.7273241281509399,0.12702162563800812,-0.6003025025129318
GJA8,GJA8,116,0.7219284,0.9223926,-0.20046419,0.5761069655418396,0.1935785710811615,-0.3825283944606781
ENO2,ENO2,102,0.7257836,0.9263272,-0.20054364,0.264532208442688,0.07388163357973099,-0.190650574862957
MFSD1,MFSD1,122,0.64883095,0.8494364,-0.20060545,0.49169623851776123,0.21883560717105865,-0.2728606313467026
S100A8,S100A8,115,0.70511687,0.9058032,-0.20068634,0.5403622984886169,0.21766100823879242,-0.3227012902498245
ZNF687,ZNF687,98,0.76159406,0.96234876,-0.2007547,0.4556520879268646,0.10665283352136612,-0.3489992544054985
P2RY12,P2RY12,113,0.7121682,0.91295844,-0.20079023,0.5853045582771301,0.21442873775959015,-0.37087582051754
NBPF12,NBPF12,103,0.7022682,0.903207,-0.20093882,0.45554429292678833,0.1638406664133072,-0.29170362651348114
BAIAP2L1,BAIAP2L1,109,0.5208837,0.7220741,-0.20119041,0.72597736120224,0.49335768818855286,-0.23261967301368713
DNAJC5,DNAJC5,98,0.62879354,0.8299899,-0.20119637,0.4413714110851288,0.21525076031684875,-0.22612065076828003
GATAD2B,GATAD2B,85,0.7740577,0.97532356,-0.20126587,0.5410785675048828,0.09393111616373062,-0.4471474513411522
GNRHR2,GNRHR2,84,0.6798813,0.8811906,-0.20130932,0.4248754382133484,0.17150603234767914,-0.25336940586566925
RN7SL615P,RN7SL615P,111,0.7184428,0.92013526,-0.20169246,0.2735101878643036,0.08804881572723389,-0.1854613721370697
WFDC11,WFDC11,86,0.64407045,0.84587735,-0.2018069,0.5096499919891357,0.25368988513946533,-0.2559601068496704
TSHZ3,TSHZ3,103,0.47556522,0.6774167,-0.20185146,0.4194836914539337,0.26184549927711487,-0.15763819217681885
KLRF1,KLRF1,98,0.7415831,0.9436242,-0.20204109,0.5424612760543823,0.24335873126983643,-0.2991025447845459
SSR3,SSR3,102,0.6992404,0.90144104,-0.20220065,0.49392250180244446,0.17761173844337463,-0.3163107633590698
FNDC3B,FNDC3B,97,0.6278326,0.83017087,-0.20233828,0.43351003527641296,0.23395903408527374,-0.19955100119113922
RNA5SP358,RNA5SP358,103,0.69667864,0.89913654,-0.2024579,0.8614291548728943,0.33101457357406616,-0.5304145812988281
MTG2,MTG2,103,0.62438583,0.82688683,-0.202501,0.2937965393066406,0.14607681334018707,-0.14771972596645355
THEM5,THEM5,106,0.7542079,0.9567143,-0.20250636,0.4171546697616577,0.10692854970693588,-0.31022612005472183
VANGL2,VANGL2,104,0.7270051,0.92959356,-0.20258844,0.32522016763687134,0.09529004991054535,-0.229930117726326
RN7SL149P,RN7SL149P,97,0.51541424,0.7182564,-0.20284218,0.8759275078773499,0.589521586894989,-0.28640592098236084
NSUN2,NSUN2,99,0.62591106,0.8288787,-0.20296764,0.8441173434257507,0.4800645709037781,-0.36405277252197266
LINC00969,LINC00969,90,0.6715693,0.87473613,-0.20316684,0.3214263916015625,0.1419031322002411,-0.1795232594013214
RGS5,RGS5,122,0.71939105,0.9225724,-0.20318133,0.29932311177253723,0.09272301197052002,-0.2066000998020172
LRRC14,LRRC14,100,0.6212866,0.8245084,-0.20322186,0.41805046796798706,0.18915320932865143,-0.22889725863933563
F10,F10,104,0.5458507,0.749392,-0.20354128,0.7206236124038696,0.5142503380775452,-0.20637327432632446
SLC30A8,SLC30A8,108,0.7049759,0.9085717,-0.20359582,0.3329806923866272,0.12949012219905853,-0.20349057018756866
WDR87,WDR87,110,0.6160275,0.81968725,-0.20365977,1.1847333908081055,0.7060224413871765,-0.47871094942092896
DPF1,DPF1,101,0.66908735,0.8727816,-0.20369422,0.46729323267936707,0.19063250720500946,-0.2766607254743576
FAM105A,FAM105A,104,0.50541806,0.7092035,-0.20378542,0.4169211685657501,0.2517409026622772,-0.1651802659034729
LINC00987,LINC00987,93,0.70191866,0.905839,-0.20392036,0.3867871165275574,0.11366421729326248,-0.2731228992342949
CDH12,CDH12,108,0.7178758,0.92184705,-0.20397127,0.636685848236084,0.28681138157844543,-0.34987446665763855
ZNF705D,ZNF705D,109,0.7271928,0.9311971,-0.20400429,0.6709569096565247,0.2392035871744156,-0.43175332248210907
OSMR,OSMR,124,0.6548892,0.8589757,-0.20408648,0.6766804456710815,0.3764268755912781,-0.30025357007980347
KIFC2,KIFC2,96,0.70162964,0.90582335,-0.20419371,0.38910040259361267,0.139719620347023,-0.24938078224658966
SSPN,SSPN,97,0.3629071,0.5671074,-0.20420027,1.1569797992706299,0.9772886037826538,-0.17969119548797607
STEAP1B,STEAP1B,106,0.5922997,0.7965496,-0.20424992,0.4982759952545166,0.29625603556632996,-0.20201995968818665
RN7SL852P,RN7SL852P,118,0.5238109,0.72818494,-0.20437402,0.44277724623680115,0.32424619793891907,-0.11853104829788208
GML,GML,117,0.6490505,0.8534262,-0.20437574,0.5774570107460022,0.26561596989631653,-0.31184104084968567
CDH6,CDH6,106,0.5986992,0.80311376,-0.20441455,0.3820626139640808,0.21254150569438934,-0.16952110826969147
ING1,ING1,99,0.43712792,0.6418918,-0.20476386,0.592902421951294,0.44723761081695557,-0.14566481113433838
RHNO1,RHNO1,110,0.7406236,0.9454798,-0.20485622,0.6466588377952576,0.1924588978290558,-0.4541999399662018
F7,F7,123,0.50956285,0.71446174,-0.2048989,1.121895432472229,0.8789543509483337,-0.24294108152389526
DUSP16,DUSP16,92,0.71280515,0.9181108,-0.20530564,0.43914276361465454,0.15235701203346252,-0.286785751581192
ZGPAT,ZGPAT,118,0.7412153,0.946653,-0.20543772,0.47962823510169983,0.12454885244369507,-0.35507938265800476
GGT7,GGT7,113,0.5106231,0.7161513,-0.2055282,1.5568493604660034,1.149019479751587,-0.4078298807144165
SNORA60,SNORA60,95,0.69656026,0.90212697,-0.2055667,0.5291645526885986,0.2230074256658554,-0.3061571270227432
OCSTAMP,OCSTAMP,114,0.6409403,0.8465091,-0.20556879,0.3450270891189575,0.16179631650447845,-0.18323077261447906
SOGA1,SOGA1,96,0.63183236,0.83750683,-0.20567447,0.37974420189857483,0.21080277860164642,-0.1689414232969284
LCE1E,LCE1E,102,0.61581784,0.8215184,-0.20570058,0.5612452030181885,0.2805648744106293,-0.2806803286075592
NKAIN3,NKAIN3,103,0.7318257,0.93792367,-0.20609796,0.5808309316635132,0.1688832938671112,-0.411947637796402
TSPAN11,TSPAN11,110,0.6319176,0.8382135,-0.20629591,0.42128220200538635,0.211964949965477,-0.20931725203990936
PTP4A3,PTP4A3,111,0.7294664,0.93577504,-0.20630866,0.46955999732017517,0.14771825075149536,-0.3218417465686798
CDKN1B,CDKN1B,123,0.6724134,0.8790139,-0.20660049,0.6044360399246216,0.2683347761631012,-0.3361012637615204
SLC15A5,SLC15A5,100,0.63862807,0.84537506,-0.206747,0.45708248019218445,0.23874230682849884,-0.2183401733636856
MED24,MED24,101,0.32176712,0.52858937,-0.20682225,0.5867648124694824,0.4734594225883484,-0.11330538988113403
LINC00941,LINC00941,96,0.6278166,0.834888,-0.20707136,0.36360403895378113,0.18973346054553986,-0.17387057840824127
BPIFB6,BPIFB6,119,0.7419325,0.94903773,-0.20710522,0.5888661742210388,0.1226600930094719,-0.4662060812115669
RNA5SP268,RNA5SP268,93,0.74581635,0.9529426,-0.20712626,0.5284983515739441,0.10897515714168549,-0.4195231944322586
ASXL1,ASXL1,103,0.65494496,0.8622921,-0.20734715,0.6110033392906189,0.22860422730445862,-0.3823991119861603
MED10,MED10,108,0.58264863,0.7900528,-0.20740414,0.4657764136791229,0.24980510771274567,-0.21597130596637726
EFR3A,EFR3A,103,0.6515458,0.8590076,-0.20746177,0.35959699749946594,0.1578482687473297,-0.20174872875213623
IGSF8,IGSF8,91,0.72203,0.92950124,-0.20747125,0.7978870272636414,0.304853230714798,-0.4930337965488434
TMEM52B,TMEM52B,107,0.72940165,0.936881,-0.20747936,0.6884848475456238,0.2700069546699524,-0.4184778928756714
TAGLN2,TAGLN2,123,0.7233419,0.9310755,-0.20773363,0.6661317348480225,0.22833062708377838,-0.4378011077642441
ZPBP2,ZPBP2,86,0.63331383,0.84132344,-0.2080096,0.8157967925071716,0.45461517572402954,-0.3611816167831421
NCOA6,NCOA6,111,0.60525835,0.81330943,-0.20805109,0.866670548915863,0.44401171803474426,-0.4226588308811188
MIR644A,MIR644A,96,0.5395688,0.74774516,-0.20817637,1.0338921546936035,0.6372385025024414,-0.3966536521911621
RN7SL444P,RN7SL444P,105,0.7216562,0.9299066,-0.2082504,0.603337287902832,0.20179103314876556,-0.40154625475406647
OAZ3,OAZ3,110,0.76333576,0.971727,-0.20839125,0.4541068971157074,0.07418226450681686,-0.37992463260889053
MIR4457,MIR4457,117,0.63433075,0.8430114,-0.20868063,0.6736791729927063,0.34551405906677246,-0.32816511392593384
CYP7B1,CYP7B1,113,0.6961464,0.90492254,-0.20877612,0.3293600082397461,0.11086398363113403,-0.21849602460861206
RNU6ATAC32P,RNU6ATAC32P,107,0.61539847,0.8243911,-0.20899266,0.536738932132721,0.331691712141037,-0.20504721999168396
SLC2A4RG,SLC2A4RG,97,0.5386954,0.74768907,-0.20899367,1.159988284111023,0.709313154220581,-0.4506751298904419
MTFR1,MTFR1,112,0.6754235,0.88456607,-0.20914257,0.3952392041683197,0.16161365807056427,-0.23362554609775543
LSM1,LSM1,99,0.5945785,0.80377746,-0.20919895,1.102690577507019,0.7373859882354736,-0.3653045892715454
RNY4P25,RNY4P25,90,0.64556366,0.8549004,-0.20933676,0.5347142815589905,0.28170061111450195,-0.2530136704444885
PIANP,PIANP,115,0.73449767,0.94392055,-0.20942289,0.4750349521636963,0.16085664927959442,-0.31417830288410187
LOH12CR1,LOH12CR1,95,0.64658576,0.8560203,-0.20943451,0.3411283493041992,0.1652897745370865,-0.17583857476711273
IL12A,IL12A,103,0.7378168,0.94730395,-0.20948714,0.42467987537384033,0.11946291476488113,-0.3052169606089592
ANKRD33B,ANKRD33B,113,0.57714945,0.7869758,-0.20982635,0.5702621936798096,0.35152363777160645,-0.21873855590820312
PLCZ1,PLCZ1,100,0.61221385,0.8221744,-0.20996052,0.5465442538261414,0.28145521879196167,-0.2650890350341797
TDRD10,TDRD10,116,0.7199932,0.930339,-0.2103458,0.6027436852455139,0.1868525743484497,-0.4158911108970642
HTR3C,HTR3C,100,0.669919,0.88044685,-0.21052784,0.30113857984542847,0.11781845986843109,-0.18332011997699738
RAI14,RAI14,114,0.6586327,0.8694067,-0.210774,0.3736291825771332,0.15482069551944733,-0.21880848705768585
CD69,CD69,92,0.59166545,0.80256796,-0.21090251,0.7885403633117676,0.49987009167671204,-0.28867027163505554
IKZF3,IKZF3,102,0.50528646,0.7163071,-0.21102065,1.647903323173523,1.0251262187957764,-0.6227771043777466
SNORD12,SNORD12,98,0.6213193,0.8324998,-0.21118051,0.46016785502433777,0.2321075201034546,-0.22806033492088318
RECQL,RECQL,104,0.58842593,0.7997181,-0.21129215,0.522942841053009,0.30692318081855774,-0.2160196602344513
FAM135B,FAM135B,90,0.6795714,0.89107764,-0.21150625,0.46237319707870483,0.18282254040241241,-0.2795506566762924
FCGR1C,FCGR1C,91,0.6282895,0.8399399,-0.21165037,0.8410528898239136,0.4080452620983124,-0.4330076277256012
RNF139,RNF139,102,0.67133045,0.8830365,-0.21170604,0.6640223264694214,0.33203163743019104,-0.33199068903923035
RN7SKP41,RN7SKP41,119,0.5700797,0.7819604,-0.21188074,0.45971250534057617,0.26760682463645935,-0.19210568070411682
DEFB116,DEFB116,103,0.6138124,0.8257368,-0.21192443,0.4945869743824005,0.2682274281978607,-0.2263595461845398
STAU1,STAU1,112,0.72960806,0.94183964,-0.21223158,0.32886794209480286,0.07511651515960693,-0.2537514269351959
PDCD6,PDCD6,110,0.68695843,0.89921534,-0.21225691,0.4174479842185974,0.18357835710048676,-0.23386962711811066
ARPC1A,ARPC1A,115,0.4710692,0.6835717,-0.21250251,0.6032947301864624,0.4064190983772278,-0.19687563180923462
KIRREL,KIRREL,115,0.71003884,0.9227076,-0.21266878,0.44473233819007874,0.13065101206302643,-0.3140813261270523
ST18,ST18,102,0.49564964,0.70836985,-0.21272022,0.4224311113357544,0.2503948211669922,-0.1720362901687622
MIR1273A,MIR1273A,91,0.7183666,0.9311035,-0.2127369,0.3834032714366913,0.12356654554605484,-0.25983672589063644
TSPAN31,TSPAN31,103,0.3507774,0.5637186,-0.21294123,0.8178694844245911,0.6516075730323792,-0.16626191139221191
SNORD72,SNORD72,116,0.6017272,0.81482184,-0.21309465,0.5382956266403198,0.27283838391304016,-0.26545724272727966
RNA5SP181,RNA5SP181,109,0.59104365,0.80418175,-0.2131381,0.4161616563796997,0.23858249187469482,-0.17757916450500488
IFNL1,IFNL1,103,0.5024132,0.71567607,-0.21326286,1.4602856636047363,1.113040804862976,-0.34724485874176025
LINC00453,LINC00453,111,0.33147207,0.5447356,-0.21326354,0.6037856340408325,0.4282881021499634,-0.17549753189086914
C5orf49,C5orf49,102,0.5670102,0.78028065,-0.21327043,0.8926516771316528,0.5483735799789429,-0.34427809715270996
ZNF517,ZNF517,91,0.66252613,0.87588555,-0.21335942,0.6180881857872009,0.25444296002388,-0.3636452257633209
MTMR12,MTMR12,113,0.6921001,0.90583235,-0.21373224,0.5818462371826172,0.28813236951828003,-0.29371386766433716
CD84,CD84,99,0.69617593,0.90997726,-0.21380132,0.28458261489868164,0.09347961843013763,-0.191102996468544
GPR89A,GPR89A,93,0.59621906,0.8100338,-0.21381474,0.41015079617500305,0.2015129178762436,-0.20863787829875946
C19orf33,C19orf33,124,0.43400222,0.64830744,-0.21430522,0.5142696499824524,0.34378886222839355,-0.17048078775405884
LYNX1,LYNX1,103,0.70673585,0.9210573,-0.21432143,0.3701499402523041,0.12861236929893494,-0.24153757095336914
MANBAL,MANBAL,97,0.6734849,0.88784826,-0.21436334,0.5262161493301392,0.21985498070716858,-0.3063611686229706
OR10J1,OR10J1,106,0.70944005,0.92419463,-0.21475458,0.7518054842948914,0.27301618456840515,-0.4787892997264862
RN7SKP22,RN7SKP22,101,0.56215477,0.7769746,-0.21481985,0.5594533681869507,0.35662826895713806,-0.20282509922981262
LMO3,LMO3,110,0.71693134,0.9319234,-0.21499205,0.31507062911987305,0.09569155424833298,-0.21937907487154007
MIR4277,MIR4277,107,0.59681034,0.8118054,-0.21499509,0.47564974427223206,0.2512904405593872,-0.22435930371284485
PPIAL4B,PPIAL4B,113,0.6034924,0.8188997,-0.21540731,0.4607829451560974,0.23207803070545197,-0.22870491445064545
AGR3,AGR3,121,0.47673926,0.69226915,-0.21552989,0.7798583507537842,0.5063192248344421,-0.27353912591934204
MRPS21,MRPS21,104,0.75042284,0.96658653,-0.2161637,0.6525817513465881,0.10778280347585678,-0.5447989478707314
MIR556,MIR556,111,0.67344725,0.88968235,-0.2162351,0.6871516704559326,0.3101028800010681,-0.3770487904548645
MIR5681A,MIR5681A,99,0.7363242,0.9525711,-0.2162469,0.2552732527256012,0.05505313351750374,-0.20022011920809746
LCE1B,LCE1B,114,0.71568155,0.9319803,-0.21629876,0.32385706901550293,0.08393694460391998,-0.23992012441158295
snoU13,snoU13|ENSG00000271922.1,103,0.73030996,0.9466658,-0.21635586,0.6142445206642151,0.1649065464735031,-0.449337974190712
APCS,APCS,99,0.76580465,0.9823095,-0.21650487,0.45292940735816956,0.041439782828092575,-0.411489624530077
DEFB134,DEFB134,111,0.6006446,0.8177616,-0.21711701,0.4449561536312103,0.21581511199474335,-0.22914104163646698
DPM3,DPM3,103,0.671459,0.8885932,-0.21713418,0.7000243067741394,0.3452639579772949,-0.3547603487968445
NLGN1,NLGN1,85,0.6307247,0.8479142,-0.21718949,0.20367778837680817,0.07283695787191391,-0.13084083050489426
CA8,CA8,96,0.64995307,0.8672497,-0.21729666,0.3565041124820709,0.1456652283668518,-0.21083888411521912
C20orf144,C20orf144,114,0.739618,0.9570097,-0.21739167,0.7542245388031006,0.15816792845726013,-0.5960566103458405
SNORA40,SNORA40|ENSG00000253047.1,95,0.61528885,0.8328605,-0.21757168,0.4605259597301483,0.20159150660037994,-0.25893445312976837
ACSM4,ACSM4,130,0.6994366,0.91722596,-0.21778935,0.6192607283592224,0.26365038752555847,-0.35561034083366394
DAB2,DAB2,98,0.69008315,0.9079456,-0.21786243,0.581051230430603,0.2239045947790146,-0.35714663565158844
FAM66A,FAM66A,108,0.57776475,0.795704,-0.21793926,0.551832914352417,0.28563594818115234,-0.26619696617126465
AAR2,AAR2,111,0.57023823,0.7883365,-0.21809828,0.6812066435813904,0.3242083489894867,-0.3569982945919037
C12orf39,C12orf39,116,0.53714174,0.7553712,-0.21822947,0.552535355091095,0.3619353473186493,-0.19060000777244568
TGS1,TGS1,109,0.6320466,0.85029554,-0.21824896,0.3313099443912506,0.15582628548145294,-0.17548365890979767
ADAMTS12,ADAMTS12,101,0.66795796,0.88628584,-0.21832788,0.6276614665985107,0.25142228603363037,-0.37623918056488037
CD4,CD4,116,0.7231322,0.9419642,-0.21883202,0.8775779604911804,0.29542624950408936,-0.5821517109870911
GUSBP1,GUSBP1,98,0.65965503,0.878791,-0.21913594,0.4850243628025055,0.19293943047523499,-0.2920849323272705
RN7SL572P,RN7SL572P,110,0.6907687,0.9100518,-0.2192831,0.5554342269897461,0.1928478628396988,-0.3625863641500473
IFNL2,IFNL2,100,0.5654531,0.78474504,-0.21929193,0.3187389671802521,0.1816592663526535,-0.13707970082759857
PDCD1LG2,PDCD1LG2,101,0.22948588,0.4488911,-0.21940522,1.2746295928955078,1.0789878368377686,-0.19564175605773926
C1orf43,C1orf43,115,0.71904737,0.9385066,-0.21945924,0.44477319717407227,0.1264197826385498,-0.31835341453552246
SLC39A4,SLC39A4,99,0.6519858,0.87173545,-0.21974963,0.6011385321617126,0.24926626682281494,-0.3518722653388977
DDX11,DDX11,90,0.6467668,0.8665655,-0.21979874,0.5213909149169922,0.21965762972831726,-0.3017332851886749
RAD21,RAD21,92,0.700583,0.9206233,-0.22004032,0.6116819977760315,0.20431408286094666,-0.40736791491508484
